Date,"United States Financial Stress Index, released on Mar 1 by Federal Reserve Bank of Chicago",
1/4/1971,0.579368,
1/11/1971,0.625285,
1/18/1971,0.68043,
1/25/1971,0.740167,
2/1/1971,0.801078,
2/8/1971,0.857918,
2/15/1971,0.907195,
2/22/1971,0.94762,
3/1/1971,0.980596,
3/8/1971,1.008713,
3/15/1971,1.036362,
3/22/1971,1.068978,
3/29/1971,1.110185,
4/5/1971,1.162343,
4/12/1971,1.223499,
4/19/1971,1.289557,
4/26/1971,1.352077,
5/3/1971,1.402132,
5/10/1971,1.4279,
5/17/1971,1.422144,
5/24/1971,1.382515,
5/31/1971,1.311746,
6/7/1971,1.215851,
6/14/1971,1.111662,
6/21/1971,1.017321,
6/28/1971,0.951328,
7/5/1971,0.931043,
7/12/1971,0.967846,
7/19/1971,1.065682,
7/26/1971,1.218654,
8/2/1971,1.412538,
8/9/1971,1.625538,
8/16/1971,1.834142,
8/23/1971,2.011319,
8/30/1971,2.140902,
9/6/1971,2.208292,
9/13/1971,2.213376,
9/20/1971,2.160894,
9/27/1971,2.063873,
10/4/1971,1.937715,
10/11/1971,1.802199,
10/18/1971,1.674282,
10/25/1971,1.566632,
11/1/1971,1.487321,
11/8/1971,1.436855,
11/15/1971,1.412194,
11/22/1971,1.403632,
11/29/1971,1.401717,
12/6/1971,1.396054,
12/13/1971,1.377432,
12/20/1971,1.339462,
12/27/1971,1.282147,
1/3/1972,1.19913,
1/10/1972,1.102326,
1/17/1972,0.995572,
1/24/1972,0.886302,
1/31/1972,0.782648,
2/7/1972,0.689349,
2/14/1972,0.60912,
2/21/1972,0.54301,
2/28/1972,0.490364,
3/6/1972,0.4491,
3/13/1972,0.415297,
3/20/1972,0.384784,
3/27/1972,0.35355,
4/3/1972,0.317657,
4/10/1972,0.277493,
4/17/1972,0.232604,
4/24/1972,0.18577,
5/1/1972,0.140358,
5/8/1972,0.100608,
5/15/1972,0.070958,
5/22/1972,0.055757,
5/29/1972,0.05705,
6/5/1972,0.075417,
6/12/1972,0.108254,
6/19/1972,0.151329,
6/26/1972,0.198009,
7/3/1972,0.240524,
7/10/1972,0.2727,
7/17/1972,0.288912,
7/24/1972,0.284774,
7/31/1972,0.259797,
8/7/1972,0.215807,
8/14/1972,0.157209,
8/21/1972,0.089566,
8/28/1972,0.019853,
9/4/1972,-0.044829,
9/11/1972,-0.099809,
9/18/1972,-0.142123,
9/25/1972,-0.171053,
10/2/1972,-0.188648,
10/9/1972,-0.198778,
10/16/1972,-0.204798,
10/23/1972,-0.210985,
10/30/1972,-0.220305,
11/6/1972,-0.234089,
11/13/1972,-0.252401,
11/20/1972,-0.273577,
11/27/1972,-0.293412,
12/4/1972,-0.307228,
12/11/1972,-0.309873,
12/18/1972,-0.294706,
12/25/1972,-0.256331,
1/1/1973,-0.191289,
1/8/1973,-0.097703,
1/15/1973,0.022782,
1/22/1973,0.165839,
1/29/1973,0.324647,
2/5/1973,0.489568,
2/12/1973,0.64962,
2/19/1973,0.795623,
2/26/1973,0.919036,
3/5/1973,1.01496,
3/12/1973,1.081156,
3/19/1973,1.121048,
3/26/1973,1.138726,
4/2/1973,1.1384,
4/9/1973,1.127009,
4/16/1973,1.109379,
4/23/1973,1.089732,
4/30/1973,1.070091,
5/7/1973,1.052969,
5/14/1973,1.038915,
5/21/1973,1.029685,
5/28/1973,1.027661,
6/4/1973,1.035856,
6/11/1973,1.056931,
6/18/1973,1.093693,
6/25/1973,1.148362,
7/2/1973,1.220834,
7/9/1973,1.311406,
7/16/1973,1.416373,
7/23/1973,1.53283,
7/30/1973,1.654631,
8/6/1973,1.776836,
8/13/1973,1.893746,
8/20/1973,2.000816,
8/27/1973,2.091851,
9/3/1973,2.161551,
9/10/1973,2.207092,
9/17/1973,2.227761,
9/24/1973,2.224426,
10/1/1973,2.198728,
10/8/1973,2.158983,
10/15/1973,2.111017,
10/22/1973,2.06391,
10/29/1973,2.023287,
11/5/1973,1.993105,
11/12/1973,1.973007,
11/19/1973,1.956962,
11/26/1973,1.9355,
12/3/1973,1.89726,
12/10/1973,1.833392,
12/17/1973,1.7372,
12/24/1973,1.606896,
12/31/1973,1.443515,
1/7/1974,1.258279,
1/14/1974,1.061664,
1/21/1974,0.866656,
1/28/1974,0.687286,
2/4/1974,0.535582,
2/11/1974,0.421228,
2/18/1974,0.35169,
2/25/1974,0.330868,
3/4/1974,0.360727,
3/11/1974,0.440832,
3/18/1974,0.568571,
3/25/1974,0.73976,
4/1/1974,0.949553,
4/8/1974,1.194786,
4/15/1974,1.469427,
4/22/1974,1.769564,
4/29/1974,2.090045,
5/6/1974,2.427751,
5/13/1974,2.777785,
5/20/1974,3.131636,
5/27/1974,3.482632,
6/3/1974,3.821221,
6/10/1974,4.135759,
6/17/1974,4.415569,
6/24/1974,4.64844,
7/1/1974,4.823514,
7/8/1974,4.935485,
7/15/1974,4.983983,
7/22/1974,4.975536,
7/29/1974,4.92089,
8/5/1974,4.830356,
8/12/1974,4.719404,
8/19/1974,4.596186,
8/26/1974,4.468742,
9/2/1974,4.338027,
9/9/1974,4.203258,
9/16/1974,4.062679,
9/23/1974,3.909634,
9/30/1974,3.742369,
10/7/1974,3.560525,
10/14/1974,3.372495,
10/21/1974,3.18688,
10/28/1974,3.012836,
11/4/1974,2.859441,
11/11/1974,2.731547,
11/18/1974,2.627018,
11/25/1974,2.543201,
12/2/1974,2.470743,
12/9/1974,2.399119,
12/16/1974,2.319978,
12/23/1974,2.2234,
12/30/1974,2.105712,
1/6/1975,1.965249,
1/13/1975,1.807134,
1/20/1975,1.637724,
1/27/1975,1.464539,
2/3/1975,1.294486,
2/10/1975,1.135118,
2/17/1975,0.988399,
2/24/1975,0.855784,
3/3/1975,0.736618,
3/10/1975,0.628829,
3/17/1975,0.529943,
3/24/1975,0.436328,
3/31/1975,0.344892,
4/7/1975,0.253772,
4/14/1975,0.163007,
4/21/1975,0.072191,
4/28/1975,-0.016024,
5/5/1975,-0.100144,
5/12/1975,-0.177459,
5/19/1975,-0.247141,
5/26/1975,-0.306216,
6/2/1975,-0.354375,
6/9/1975,-0.391829,
6/16/1975,-0.41976,
6/23/1975,-0.439099,
6/30/1975,-0.451291,
7/7/1975,-0.457979,
7/14/1975,-0.459702,
7/21/1975,-0.456196,
7/28/1975,-0.446992,
8/4/1975,-0.431125,
8/11/1975,-0.408317,
8/18/1975,-0.378505,
8/25/1975,-0.342154,
9/1/1975,-0.300978,
9/8/1975,-0.256492,
9/15/1975,-0.210831,
9/22/1975,-0.167058,
9/29/1975,-0.126717,
10/6/1975,-0.09314,
10/13/1975,-0.067246,
10/20/1975,-0.049909,
10/27/1975,-0.04195,
11/3/1975,-0.045054,
11/10/1975,-0.059931,
11/17/1975,-0.087136,
11/24/1975,-0.12712,
12/1/1975,-0.179519,
12/8/1975,-0.242735,
12/15/1975,-0.314086,
12/22/1975,-0.390948,
12/29/1975,-0.469678,
1/5/1976,-0.546211,
1/12/1976,-0.61669,
1/19/1976,-0.678539,
1/26/1976,-0.730809,
2/2/1976,-0.773084,
2/9/1976,-0.805441,
2/16/1976,-0.83017,
2/23/1976,-0.848619,
3/1/1976,-0.862312,
3/8/1976,-0.871583,
3/15/1976,-0.876862,
3/22/1976,-0.877448,
3/29/1976,-0.872178,
4/5/1976,-0.859837,
4/12/1976,-0.839735,
4/19/1976,-0.812103,
4/26/1976,-0.77858,
5/3/1976,-0.741604,
5/10/1976,-0.704594,
5/17/1976,-0.671555,
5/24/1976,-0.645793,
5/31/1976,-0.630378,
6/7/1976,-0.626814,
6/14/1976,-0.634641,
6/21/1976,-0.652898,
6/28/1976,-0.678544,
7/5/1976,-0.708554,
7/12/1976,-0.739554,
7/19/1976,-0.768678,
7/26/1976,-0.794045,
8/2/1976,-0.814587,
8/9/1976,-0.830341,
8/16/1976,-0.841914,
8/23/1976,-0.850007,
8/30/1976,-0.855716,
9/6/1976,-0.860023,
9/13/1976,-0.863097,
9/20/1976,-0.865256,
9/27/1976,-0.865513,
10/4/1976,-0.863818,
10/11/1976,-0.85925,
10/18/1976,-0.850981,
10/25/1976,-0.83913,
11/1/1976,-0.824557,
11/8/1976,-0.808104,
11/15/1976,-0.791513,
11/22/1976,-0.777449,
11/29/1976,-0.767645,
12/6/1976,-0.764759,
12/13/1976,-0.76894,
12/20/1976,-0.78104,
12/27/1976,-0.800005,
1/3/1977,-0.824565,
1/10/1977,-0.851189,
1/17/1977,-0.87755,
1/24/1977,-0.901359,
1/31/1977,-0.92028,
2/7/1977,-0.93282,
2/14/1977,-0.938561,
2/21/1977,-0.937529,
2/28/1977,-0.929919,
3/7/1977,-0.916907,
3/14/1977,-0.898952,
3/21/1977,-0.876977,
3/28/1977,-0.851257,
4/4/1977,-0.822621,
4/11/1977,-0.790834,
4/18/1977,-0.756653,
4/25/1977,-0.720904,
5/2/1977,-0.685124,
5/9/1977,-0.650554,
5/16/1977,-0.619605,
5/23/1977,-0.593376,
5/30/1977,-0.573192,
6/6/1977,-0.559579,
6/13/1977,-0.551223,
6/20/1977,-0.547275,
6/27/1977,-0.546034,
7/4/1977,-0.545726,
7/11/1977,-0.543909,
7/18/1977,-0.539056,
7/25/1977,-0.530085,
8/1/1977,-0.516603,
8/8/1977,-0.499002,
8/15/1977,-0.477908,
8/22/1977,-0.454311,
8/29/1977,-0.428798,
9/5/1977,-0.402031,
9/12/1977,-0.374026,
9/19/1977,-0.345871,
9/26/1977,-0.317532,
10/3/1977,-0.290199,
10/10/1977,-0.264043,
10/17/1977,-0.239686,
10/24/1977,-0.217962,
10/31/1977,-0.199152,
11/7/1977,-0.184179,
11/14/1977,-0.173299,
11/21/1977,-0.16684,
11/28/1977,-0.164526,
12/5/1977,-0.166308,
12/12/1977,-0.171334,
12/19/1977,-0.179128,
12/26/1977,-0.188178,
1/2/1978,-0.19766,
1/9/1978,-0.205572,
1/16/1978,-0.21045,
1/23/1978,-0.211238,
1/30/1978,-0.206827,
2/6/1978,-0.19696,
2/13/1978,-0.180599,
2/20/1978,-0.157451,
2/27/1978,-0.127564,
3/6/1978,-0.090754,
3/13/1978,-0.047309,
3/20/1978,0.002218,
3/27/1978,0.056776,
4/3/1978,0.115332,
4/10/1978,0.176641,
4/17/1978,0.238847,
4/24/1978,0.300031,
5/1/1978,0.358137,
5/8/1978,0.411362,
5/15/1978,0.458428,
5/22/1978,0.498192,
5/29/1978,0.530577,
6/5/1978,0.555447,
6/12/1978,0.573339,
6/19/1978,0.583953,
6/26/1978,0.58793,
7/3/1978,0.585658,
7/10/1978,0.577996,
7/17/1978,0.566293,
7/24/1978,0.552292,
7/31/1978,0.537929,
8/7/1978,0.526847,
8/14/1978,0.524292,
8/21/1978,0.535324,
8/28/1978,0.565222,
9/4/1978,0.618857,
9/11/1978,0.699149,
9/18/1978,0.806342,
9/25/1978,0.939051,
10/2/1978,1.090746,
10/9/1978,1.254909,
10/16/1978,1.421341,
10/23/1978,1.580446,
10/30/1978,1.720583,
11/6/1978,1.835526,
11/13/1978,1.919331,
11/20/1978,1.965939,
11/27/1978,1.97781,
12/4/1978,1.955899,
12/11/1978,1.903332,
12/18/1978,1.825259,
12/25/1978,1.72635,
1/1/1979,1.611265,
1/8/1979,1.4855,
1/15/1979,1.353621,
1/22/1979,1.220227,
1/29/1979,1.088767,
2/5/1979,0.962678,
2/12/1979,0.844131,
2/19/1979,0.735014,
2/26/1979,0.638531,
3/5/1979,0.555442,
3/12/1979,0.487448,
3/19/1979,0.434859,
3/26/1979,0.397865,
4/2/1979,0.375653,
4/9/1979,0.36747,
4/16/1979,0.372089,
4/23/1979,0.3882,
4/30/1979,0.414647,
5/7/1979,0.450343,
5/14/1979,0.49499,
5/21/1979,0.547841,
5/28/1979,0.608548,
6/4/1979,0.675304,
6/11/1979,0.747207,
6/18/1979,0.822468,
6/25/1979,0.900031,
7/2/1979,0.978419,
7/9/1979,1.058209,
7/16/1979,1.14023,
7/23/1979,1.225269,
7/30/1979,1.314387,
8/6/1979,1.408626,
8/13/1979,1.509687,
8/20/1979,1.617228,
8/27/1979,1.730441,
9/3/1979,1.847136,
9/10/1979,1.965708,
9/17/1979,2.082357,
9/24/1979,2.192073,
10/1/1979,2.290842,
10/8/1979,2.374962,
10/15/1979,2.438527,
10/22/1979,2.479777,
10/29/1979,2.497422,
11/5/1979,2.488537,
11/12/1979,2.45616,
11/19/1979,2.403225,
11/26/1979,2.334501,
12/3/1979,2.255634,
12/10/1979,2.172681,
12/17/1979,2.092609,
12/24/1979,2.019458,
12/31/1979,1.959895,
1/7/1980,1.922156,
1/14/1980,1.911303,
1/21/1980,1.936807,
1/28/1980,2.005412,
2/4/1980,2.120008,
2/11/1980,2.28238,
2/18/1980,2.488882,
2/25/1980,2.730302,
3/3/1980,2.990865,
3/10/1980,3.254667,
3/17/1980,3.498822,
3/24/1980,3.700859,
3/31/1980,3.847843,
4/7/1980,3.923002,
4/14/1980,3.920828,
4/21/1980,3.843712,
4/28/1980,3.697085,
5/5/1980,3.49137,
5/12/1980,3.24248,
5/19/1980,2.96346,
5/26/1980,2.666644,
6/2/1980,2.365222,
6/9/1980,2.067965,
6/16/1980,1.782041,
6/23/1980,1.516884,
6/30/1980,1.283339,
7/7/1980,1.086399,
7/14/1980,0.936472,
7/21/1980,0.831489,
7/28/1980,0.772746,
8/4/1980,0.75788,
8/11/1980,0.777845,
8/18/1980,0.823822,
8/25/1980,0.891382,
9/1/1980,0.97271,
9/8/1980,1.059988,
9/15/1980,1.15617,
9/22/1980,1.258726,
9/29/1980,1.372631,
10/6/1980,1.497674,
10/13/1980,1.644996,
10/20/1980,1.811353,
10/27/1980,2.000603,
11/3/1980,2.207769,
11/10/1980,2.422617,
11/17/1980,2.638666,
11/24/1980,2.844708,
12/1/1980,3.020927,
12/8/1980,3.155238,
12/15/1980,3.245806,
12/22/1980,3.272309,
12/29/1980,3.244153,
1/5/1981,3.161658,
1/12/1981,3.037896,
1/19/1981,2.878868,
1/26/1981,2.700925,
2/2/1981,2.51289,
2/9/1981,2.32983,
2/16/1981,2.163641,
2/23/1981,2.015562,
3/2/1981,1.895739,
3/9/1981,1.807318,
3/16/1981,1.75395,
3/23/1981,1.735606,
3/30/1981,1.753365,
4/6/1981,1.802557,
4/13/1981,1.884317,
4/20/1981,1.986842,
4/27/1981,2.109939,
5/4/1981,2.250675,
5/11/1981,2.402809,
5/18/1981,2.560861,
5/25/1981,2.725766,
6/1/1981,2.886094,
6/8/1981,3.042715,
6/15/1981,3.186111,
6/22/1981,3.310661,
6/29/1981,3.410684,
7/6/1981,3.483002,
7/13/1981,3.527377,
7/20/1981,3.540219,
7/27/1981,3.528178,
8/3/1981,3.490771,
8/10/1981,3.43436,
8/17/1981,3.364397,
8/24/1981,3.289398,
8/31/1981,3.212161,
9/7/1981,3.140631,
9/14/1981,3.072679,
9/21/1981,3.010001,
9/28/1981,2.954878,
10/5/1981,2.899627,
10/12/1981,2.846818,
10/19/1981,2.792264,
10/26/1981,2.732892,
11/2/1981,2.66419,
11/9/1981,2.588111,
11/16/1981,2.504033,
11/23/1981,2.416626,
11/30/1981,2.330507,
12/7/1981,2.248056,
12/14/1981,2.170458,
12/21/1981,2.101788,
12/28/1981,2.041655,
1/4/1982,1.993204,
1/11/1982,1.962195,
1/18/1982,1.947006,
1/25/1982,1.951194,
2/1/1982,1.967569,
2/8/1982,1.996783,
2/15/1982,2.03406,
2/22/1982,2.074368,
3/1/1982,2.110678,
3/8/1982,2.141492,
3/15/1982,2.166959,
3/22/1982,2.185959,
3/29/1982,2.199195,
4/5/1982,2.213283,
4/12/1982,2.23088,
4/19/1982,2.255579,
4/26/1982,2.293064,
5/3/1982,2.346367,
5/10/1982,2.418059,
5/17/1982,2.506464,
5/24/1982,2.603377,
5/31/1982,2.699803,
6/7/1982,2.791024,
6/14/1982,2.866792,
6/21/1982,2.92055,
6/28/1982,2.951193,
7/5/1982,2.963756,
7/12/1982,2.963523,
7/19/1982,2.965225,
7/26/1982,2.979054,
8/2/1982,3.014234,
8/9/1982,3.073693,
8/16/1982,3.14927,
8/23/1982,3.231548,
8/30/1982,3.301902,
9/6/1982,3.341447,
9/13/1982,3.332722,
9/20/1982,3.258765,
9/27/1982,3.114469,
10/4/1982,2.904837,
10/11/1982,2.642571,
10/18/1982,2.351228,
10/25/1982,2.051174,
11/1/1982,1.76336,
11/8/1982,1.503436,
11/15/1982,1.280032,
11/22/1982,1.096368,
11/29/1982,0.947461,
12/6/1982,0.826321,
12/13/1982,0.724346,
12/20/1982,0.63034,
12/27/1982,0.539337,
1/3/1983,0.448911,
1/10/1983,0.359747,
1/17/1983,0.274947,
1/24/1983,0.197758,
1/31/1983,0.13139,
2/7/1983,0.078888,
2/14/1983,0.041581,
2/21/1983,0.01879,
2/28/1983,0.006276,
3/7/1983,0.00183,
3/14/1983,0.000615,
3/21/1983,-0.003266,
3/28/1983,-0.01239,
4/4/1983,-0.029231,
4/11/1983,-0.054164,
4/18/1983,-0.085116,
4/25/1983,-0.120022,
5/2/1983,-0.154795,
5/9/1983,-0.185038,
5/16/1983,-0.208078,
5/23/1983,-0.223164,
5/30/1983,-0.228515,
6/6/1983,-0.225296,
6/13/1983,-0.215588,
6/20/1983,-0.201138,
6/27/1983,-0.183463,
7/4/1983,-0.165494,
7/11/1983,-0.148521,
7/18/1983,-0.134257,
7/25/1983,-0.123408,
8/1/1983,-0.115954,
8/8/1983,-0.111686,
8/15/1983,-0.110643,
8/22/1983,-0.11036,
8/29/1983,-0.109808,
9/5/1983,-0.107651,
9/12/1983,-0.102549,
9/19/1983,-0.092555,
9/26/1983,-0.077772,
10/3/1983,-0.057608,
10/10/1983,-0.033449,
10/17/1983,-0.005405,
10/24/1983,0.022313,
10/31/1983,0.049522,
11/7/1983,0.072703,
11/14/1983,0.090729,
11/21/1983,0.102137,
11/28/1983,0.105507,
12/5/1983,0.100317,
12/12/1983,0.086421,
12/19/1983,0.063105,
12/26/1983,0.031052,
1/2/1984,-0.006088,
1/9/1984,-0.046597,
1/16/1984,-0.087441,
1/23/1984,-0.125487,
1/30/1984,-0.157926,
2/6/1984,-0.182849,
2/13/1984,-0.197925,
2/20/1984,-0.202608,
2/27/1984,-0.19581,
3/5/1984,-0.176744,
3/12/1984,-0.144118,
3/19/1984,-0.097572,
3/26/1984,-0.036166,
4/2/1984,0.040259,
4/9/1984,0.130012,
4/16/1984,0.232616,
4/23/1984,0.345892,
4/30/1984,0.466447,
5/7/1984,0.590856,
5/14/1984,0.713664,
5/21/1984,0.829366,
5/28/1984,0.933821,
6/4/1984,1.021119,
6/11/1984,1.088504,
6/18/1984,1.132177,
6/25/1984,1.149335,
7/2/1984,1.138182,
7/9/1984,1.099788,
7/16/1984,1.04083,
7/23/1984,0.966637,
7/30/1984,0.884886,
8/6/1984,0.802169,
8/13/1984,0.723468,
8/20/1984,0.650217,
8/27/1984,0.58348,
9/3/1984,0.523477,
9/10/1984,0.467191,
9/17/1984,0.411664,
9/24/1984,0.355753,
10/1/1984,0.299028,
10/8/1984,0.240994,
10/15/1984,0.183386,
10/22/1984,0.128056,
10/29/1984,0.07665,
11/5/1984,0.029016,
11/12/1984,-0.015662,
11/19/1984,-0.057639,
11/26/1984,-0.098719,
12/3/1984,-0.138828,
12/10/1984,-0.180318,
12/17/1984,-0.222961,
12/24/1984,-0.265006,
12/31/1984,-0.305875,
1/7/1985,-0.341966,
1/14/1985,-0.369463,
1/21/1985,-0.387356,
1/28/1985,-0.394431,
2/4/1985,-0.390784,
2/11/1985,-0.37895,
2/18/1985,-0.361639,
2/25/1985,-0.341881,
3/4/1985,-0.323261,
3/11/1985,-0.309283,
3/18/1985,-0.301294,
3/25/1985,-0.300271,
4/1/1985,-0.30776,
4/8/1985,-0.32291,
4/15/1985,-0.343981,
4/22/1985,-0.369325,
4/29/1985,-0.396067,
5/6/1985,-0.423091,
5/13/1985,-0.446486,
5/20/1985,-0.465789,
5/27/1985,-0.479927,
6/3/1985,-0.488279,
6/10/1985,-0.490209,
6/17/1985,-0.486654,
6/24/1985,-0.477412,
7/1/1985,-0.464183,
7/8/1985,-0.446841,
7/15/1985,-0.424877,
7/22/1985,-0.398749,
7/29/1985,-0.369304,
8/5/1985,-0.337082,
8/12/1985,-0.303883,
8/19/1985,-0.272212,
8/26/1985,-0.244488,
9/2/1985,-0.223456,
9/9/1985,-0.211428,
9/16/1985,-0.210528,
9/23/1985,-0.220327,
9/30/1985,-0.240406,
10/7/1985,-0.267725,
10/14/1985,-0.298349,
10/21/1985,-0.32862,
10/28/1985,-0.354927,
11/4/1985,-0.374122,
11/11/1985,-0.385226,
11/18/1985,-0.387735,
11/25/1985,-0.383287,
12/2/1985,-0.374667,
12/9/1985,-0.364434,
12/16/1985,-0.355788,
12/23/1985,-0.349385,
12/30/1985,-0.347776,
1/6/1986,-0.350086,
1/13/1986,-0.354307,
1/20/1986,-0.359366,
1/27/1986,-0.363883,
2/3/1986,-0.365064,
2/10/1986,-0.361579,
2/17/1986,-0.353542,
2/24/1986,-0.342341,
3/3/1986,-0.330532,
3/10/1986,-0.321053,
3/17/1986,-0.31731,
3/24/1986,-0.321946,
3/31/1986,-0.3375,
4/7/1986,-0.362538,
4/14/1986,-0.394235,
4/21/1986,-0.429964,
4/28/1986,-0.463999,
5/5/1986,-0.491622,
5/12/1986,-0.509746,
5/19/1986,-0.516162,
5/26/1986,-0.510846,
6/2/1986,-0.495548,
6/9/1986,-0.472403,
6/16/1986,-0.446774,
6/23/1986,-0.423871,
6/30/1986,-0.407608,
7/7/1986,-0.400253,
7/14/1986,-0.402848,
7/21/1986,-0.414441,
7/28/1986,-0.432008,
8/4/1986,-0.451089,
8/11/1986,-0.469272,
8/18/1986,-0.482815,
8/25/1986,-0.489588,
9/1/1986,-0.489279,
9/8/1986,-0.481993,
9/15/1986,-0.47201,
9/22/1986,-0.461569,
9/29/1986,-0.453342,
10/6/1986,-0.449808,
10/13/1986,-0.451485,
10/20/1986,-0.456636,
10/27/1986,-0.464306,
11/3/1986,-0.472001,
11/10/1986,-0.477998,
11/17/1986,-0.479499,
11/24/1986,-0.476733,
12/1/1986,-0.4699,
12/8/1986,-0.460378,
12/15/1986,-0.449672,
12/22/1986,-0.439854,
12/29/1986,-0.434488,
1/5/1987,-0.433078,
1/12/1987,-0.436217,
1/19/1987,-0.443299,
1/26/1987,-0.453346,
2/2/1987,-0.462885,
2/9/1987,-0.469184,
2/16/1987,-0.46785,
2/23/1987,-0.457933,
3/2/1987,-0.435861,
3/9/1987,-0.39791,
3/16/1987,-0.343283,
3/23/1987,-0.272031,
3/30/1987,-0.186007,
4/6/1987,-0.090621,
4/13/1987,0.009642,
4/20/1987,0.106161,
4/27/1987,0.19015,
5/4/1987,0.258851,
5/11/1987,0.305452,
5/18/1987,0.332165,
5/25/1987,0.334165,
6/1/1987,0.316557,
6/8/1987,0.283674,
6/15/1987,0.236926,
6/22/1987,0.184608,
6/29/1987,0.127816,
7/6/1987,0.071345,
7/13/1987,0.014735,
7/20/1987,-0.039718,
7/27/1987,-0.087707,
8/3/1987,-0.124731,
8/10/1987,-0.14857,
8/17/1987,-0.148516,
8/24/1987,-0.122146,
8/31/1987,-0.066475,
9/7/1987,0.01402,
9/14/1987,0.117008,
9/21/1987,0.234675,
9/28/1987,0.361329,
10/5/1987,0.485509,
10/12/1987,0.598157,
10/19/1987,0.691782,
10/26/1987,0.760932,
11/2/1987,0.797151,
11/9/1987,0.808101,
11/16/1987,0.800116,
11/23/1987,0.774782,
11/30/1987,0.738536,
12/7/1987,0.689755,
12/14/1987,0.635006,
12/21/1987,0.572777,
12/28/1987,0.50635,
1/4/1988,0.43652,
1/11/1988,0.36672,
1/18/1988,0.296453,
1/25/1988,0.228371,
2/1/1988,0.164059,
2/8/1988,0.107655,
2/15/1988,0.061834,
2/22/1988,0.02663,
2/29/1988,0.003975,
3/7/1988,-0.006137,
3/14/1988,-0.002934,
3/21/1988,0.00925,
3/28/1988,0.02911,
4/4/1988,0.05302,
4/11/1988,0.074754,
4/18/1988,0.09275,
4/25/1988,0.102377,
5/2/1988,0.104272,
5/9/1988,0.100512,
5/16/1988,0.092817,
5/23/1988,0.084354,
5/30/1988,0.079332,
6/6/1988,0.079034,
6/13/1988,0.085655,
6/20/1988,0.099491,
6/27/1988,0.119589,
7/4/1988,0.143113,
7/11/1988,0.166923,
7/18/1988,0.18812,
7/25/1988,0.202717,
8/1/1988,0.210209,
8/8/1988,0.209687,
8/15/1988,0.201451,
8/22/1988,0.185748,
8/29/1988,0.165572,
9/5/1988,0.141799,
9/12/1988,0.117667,
9/19/1988,0.095453,
9/26/1988,0.075151,
10/3/1988,0.056317,
10/10/1988,0.038403,
10/17/1988,0.021678,
10/24/1988,0.006175,
10/31/1988,-0.007733,
11/7/1988,-0.018824,
11/14/1988,-0.026872,
11/21/1988,-0.031082,
11/28/1988,-0.032243,
12/5/1988,-0.030405,
12/12/1988,-0.027808,
12/19/1988,-0.023737,
12/26/1988,-0.019862,
1/2/1989,-0.015019,
1/9/1989,-0.008934,
1/16/1989,-2.20E-05,
1/23/1989,0.014851,
1/30/1989,0.038493,
2/6/1989,0.073096,
2/13/1989,0.119713,
2/20/1989,0.175641,
2/27/1989,0.238777,
3/6/1989,0.302688,
3/13/1989,0.362763,
3/20/1989,0.411836,
3/27/1989,0.44403,
4/3/1989,0.456382,
4/10/1989,0.447188,
4/17/1989,0.416363,
4/24/1989,0.372093,
5/1/1989,0.316784,
5/8/1989,0.260379,
5/15/1989,0.208102,
5/22/1989,0.166702,
5/29/1989,0.139013,
6/5/1989,0.124695,
6/12/1989,0.119983,
6/19/1989,0.120449,
6/26/1989,0.120453,
7/3/1989,0.11682,
7/10/1989,0.107042,
7/17/1989,0.093476,
7/24/1989,0.079743,
7/31/1989,0.067781,
8/7/1989,0.06391,
8/14/1989,0.069249,
8/21/1989,0.084972,
8/28/1989,0.110277,
9/4/1989,0.141005,
9/11/1989,0.173232,
9/18/1989,0.200607,
9/25/1989,0.220197,
10/2/1989,0.228086,
10/9/1989,0.221815,
10/16/1989,0.201697,
10/23/1989,0.170036,
10/30/1989,0.129809,
11/6/1989,0.087012,
11/13/1989,0.044868,
11/20/1989,0.007941,
11/27/1989,-0.020959,
12/4/1989,-0.039846,
12/11/1989,-0.048629,
12/18/1989,-0.048603,
12/25/1989,-0.04214,
1/1/1990,-0.030817,
1/8/1990,-0.018525,
1/15/1990,-0.008671,
1/22/1990,-0.001914,
1/29/1990,-0.001004,
2/5/1990,-0.005126,
2/12/1990,-0.012877,
2/19/1990,-0.022245,
2/26/1990,-0.030547,
3/5/1990,-0.036057,
3/12/1990,-0.036053,
3/19/1990,-0.031212,
3/26/1990,-0.022249,
4/2/1990,-0.011684,
4/9/1990,-0.004113,
4/16/1990,-0.001296,
4/23/1990,-0.006201,
4/30/1990,-0.021234,
5/7/1990,-0.045451,
5/14/1990,-0.077436,
5/21/1990,-0.113999,
5/28/1990,-0.151564,
6/4/1990,-0.185713,
6/11/1990,-0.213064,
6/18/1990,-0.231578,
6/25/1990,-0.238681,
7/2/1990,-0.235767,
7/9/1990,-0.222671,
7/16/1990,-0.201695,
7/23/1990,-0.173672,
7/30/1990,-0.140245,
8/6/1990,-0.100589,
8/13/1990,-0.057055,
8/20/1990,-0.007718,
8/27/1990,0.046035,
9/3/1990,0.104663,
9/10/1990,0.166416,
9/17/1990,0.228605,
9/24/1990,0.287596,
10/1/1990,0.334407,
10/8/1990,0.370045,
10/15/1990,0.385309,
10/22/1990,0.38684,
10/29/1990,0.378584,
11/5/1990,0.366591,
11/12/1990,0.355646,
11/19/1990,0.353143,
11/26/1990,0.363598,
12/3/1990,0.383453,
12/10/1990,0.412414,
12/17/1990,0.445877,
